name,image_id,confidence,xmin,ymin,xmax,ymax
echinus,000723,0.820047379,2865,1075,3003,1225
starfish,000723,0.86361444,1250,550,1435,698
starfish,000723,0.867038012,2484,1942,2693,2160
scallop,000724,0.296126127,2506,1205,2596,1287
scallop,000724,0.322706491,1639,1632,1756,1743
scallop,000724,0.391454756,2616,1228,2706,1298
echinus,000724,0.72730273,1397,302,1495,420
scallop,000724,0.752334833,1038,1587,1187,1730
scallop,000724,0.764940262,1758,687,1860,774
starfish,000724,0.855322838,1420,988,1564,1117
starfish,000724,0.870615482,957,1420,1133,1585
scallop,000725,0.590734541,1910,1127,2005,1203
starfish,000725,0.715029299,0,1294,131,1463
echinus,000725,0.794025242,1524,844,1625,961
starfish,000725,0.876272023,1727,1526,1882,1675
holothurian,000726,0.287606686,2560,210,2619,296
starfish,000726,0.326260149,365,1040,540,1178
scallop,000726,0.444708973,2749,1434,2915,1572
echinus,000726,0.587882876,1965,1272,2078,1412
echinus,000726,0.657662868,1443,483,1628,696
scallop,000726,0.688934267,2899,1603,3021,1729
starfish,000726,0.776499271,3016,454,3137,540
holothurian,000726,0.785787344,1693,1679,1850,1789
echinus,000726,0.809685886,2524,1233,2664,1404
starfish,000726,0.900955081,417,1744,724,2017
scallop,000727,0.364767522,1158,1335,1252,1440
echinus,000727,0.543968439,3761,194,3840,323
starfish,000727,0.563695073,1,586,71,737
echinus,000727,0.710721016,1764,1120,1914,1263
starfish,000727,0.724313319,3694,898,3840,1030
scallop,000727,0.751471639,1891,1187,2024,1298
holothurian,000727,0.765980601,1498,1964,1648,2159
scallop,000727,0.813641191,3364,1319,3523,1453
starfish,000727,0.865254581,3214,1155,3434,1316
scallop,000728,0.252233356,3382,1221,3530,1347
scallop,000728,0.281175315,1131,2066,1241,2160
scallop,000728,0.290477663,1308,1566,1430,1664
scallop,000728,0.441048861,2698,972,2808,1087
scallop,000728,0.494529694,3716,1746,3840,1918
scallop,000728,0.525810182,1318,1846,1460,1974
scallop,000728,0.568171263,3529,1100,3716,1225
scallop,000728,0.674625039,1406,677,1502,752
echinus,000728,0.786716759,3483,974,3700,1138
holothurian,000728,0.805341244,3117,1840,3363,2160
scallop,000728,0.839044392,1170,792,1318,902
scallop,000728,0.848819375,1679,1205,1838,1328
scallop,000728,0.868935645,0,838,178,967
scallop,000729,0.43411988,3590,1869,3799,2031
echinus,000729,0.760123968,2255,615,2437,822
starfish,000729,0.848683476,1017,1576,1243,1772
echinus,000729,0.852030754,2661,1028,2895,1262
echinus,000730,0.722522676,3386,1049,3609,1314
echinus,000730,0.768027604,1368,990,1643,1261
starfish,000730,0.885912538,1986,1384,2409,1732
starfish,000730,0.901847839,1746,1334,2092,1682
starfish,000731,0.284928948,3736,1199,3840,1325
echinus,000731,0.784651339,3338,711,3497,844
echinus,000731,0.80922097,2728,1316,2952,1515
starfish,000731,0.8212111,117,278,323,518
echinus,000731,0.845840454,2072,1568,2542,1948
holothurian,000732,0.636297047,19,636,167,801
echinus,000732,0.815660238,1100,310,1293,498
starfish,000732,0.900941849,1589,978,1820,1222
holothurian,000733,0.296803892,1925,865,2093,975
echinus,000733,0.377072513,45,1738,242,1944
echinus,000733,0.593183994,2078,847,2174,961
echinus,000733,0.812540233,989,533,1199,735
echinus,000733,0.823977947,3243,1824,3497,2059
echinus,000734,0.294185698,1868,1383,2010,1488
echinus,000734,0.304736316,2439,758,2564,905
starfish,000734,0.453325957,1474,2040,1650,2160
echinus,000734,0.825458944,1559,60,1787,259
echinus,000734,0.826354086,1162,145,1415,345
starfish,000735,0.336435854,305,1289,560,1414
echinus,000735,0.454470128,1974,1307,2097,1394
echinus,000735,0.672281384,1640,407,1798,550
echinus,000735,0.672932684,206,1127,423,1297
echinus,000735,0.763973415,1383,506,1548,647
starfish,000736,0.296203375,2347,156,2438,243
echinus,000736,0.306484222,581,800,710,929
echinus,000736,0.567668021,72,1231,193,1370
starfish,000736,0.573836744,3315,1360,3415,1457
echinus,000736,0.749688387,551,681,689,805
starfish,000736,0.766966105,3569,932,3686,1038
starfish,000736,0.772956729,3622,787,3730,883
echinus,000737,0.690334737,0,1840,274,2160
holothurian,000737,0.702604651,836,670,1024,805
scallop,000737,0.725470662,1638,1613,1873,1817
echinus,000737,0.736679971,2167,1222,2363,1420
echinus,000737,0.805066824,2379,1263,2612,1476
echinus,000737,0.815058529,3253,1624,3617,1881
echinus,000737,0.82477361,1400,1016,1688,1288
echinus,000737,0.858085811,240,1507,704,1848
echinus,000738,0.386515051,1878,1963,2144,2160
starfish,000738,0.661530972,1977,1511,2165,1673
echinus,000738,0.825466514,745,1582,1009,1828
holothurian,000738,0.904581249,1143,1232,1451,1494
starfish,000739,0.62655431,3,515,373,686
echinus,000739,0.746641755,752,1050,963,1342
echinus,000739,0.847945392,2246,1622,2506,1976
holothurian,000739,0.914297402,2828,1360,3216,1819
echinus,000740,0.806017697,2760,1992,3090,2160
echinus,000741,0.59444958,1882,1380,1979,1454
echinus,000741,0.680548966,2490,1236,2640,1390
echinus,000741,0.707813442,2555,1216,2674,1331
echinus,000741,0.764053285,2428,1950,2861,2160
echinus,000742,0.303662419,1807,783,1911,907
echinus,000742,0.854102075,1616,1009,1850,1198
echinus,000742,0.870191455,2367,538,2700,769
echinus,000743,0.803924084,2451,6,2934,213
echinus,000743,0.884914577,1559,589,1821,805
echinus,000744,0.344752133,2431,558,2536,653
echinus,000744,0.603075743,2001,1109,2155,1247
echinus,000744,0.695684135,2081,1090,2201,1204
echinus,000744,0.866262853,1431,1592,1776,1909
echinus,000744,0.888895154,2400,1380,3050,1868
echinus,000745,0.364614248,1556,1403,1619,1459
echinus,000745,0.562861443,1984,1316,2088,1421
echinus,000745,0.661941946,2051,1292,2133,1369
echinus,000745,0.880697846,1629,1761,1916,2022
echinus,000745,0.888162971,2381,1666,2757,1958
echinus,000746,0.427412212,2889,1188,2968,1259
echinus,000746,0.463542998,3411,1225,3532,1341
echinus,000746,0.568052173,1742,1575,1831,1656
echinus,000746,0.640232146,3503,1204,3611,1313
echinus,000746,0.6843068,1656,1667,1793,1812
echinus,000746,0.842030287,3123,1722,3373,1936
echinus,000747,0.7227211,2906,887,3054,1032
echinus,000747,0.745290816,609,1651,773,1794
echinus,000747,0.806925237,3002,848,3129,973
echinus,000747,0.837423623,2651,1486,3056,1864
echinus,000747,0.854308367,282,1773,602,2036
echinus,000748,0.411671281,991,1213,1081,1288
echinus,000748,0.505378187,1937,383,2040,490
echinus,000748,0.558793366,1565,1003,1714,1143
echinus,000748,0.603777409,2057,1112,2220,1221
echinus,000748,0.717756271,1662,967,1787,1084
echinus,000748,0.882099628,2559,1142,3491,1826
echinus,000748,0.90496397,1012,1670,1487,2107
starfish,000749,0.311169595,1474,760,1715,976
echinus,000749,0.36309734,1852,473,1961,595
echinus,000749,0.597955227,1286,1142,1441,1290
echinus,000749,0.789096236,146,1940,619,2160
echinus,000749,0.800262868,1401,1089,1547,1232
echinus,000749,0.893938899,870,1670,1994,2160
echinus,000750,0.397887707,2105,342,2185,409
echinus,000750,0.646236539,3360,109,3533,289
holothurian,000750,0.744291425,1466,906,1729,1024
echinus,000750,0.815282345,1523,1242,1695,1376
starfish,000750,0.820642352,2591,566,2964,866
echinus,000750,0.821362734,1114,1439,1330,1765
echinus,000750,0.824216247,2320,1220,2588,1517
echinus,000750,0.835985601,2529,1149,2753,1403
echinus,000751,0.465050668,2045,339,2140,413
echinus,000751,0.76560092,3454,101,3669,299
echinus,000751,0.824351013,1190,1423,1410,1590
holothurian,000751,0.837321758,1287,984,1556,1126
starfish,000751,0.837628484,2569,601,2976,937
echinus,000751,0.85024637,2332,1440,2652,1751
echinus,000751,0.864320934,2038,1552,2424,1935
echinus,000751,0.867904663,415,1805,790,2160
holothurian,000752,0.352830499,1313,1305,1501,1403
echinus,000752,0.61201936,2866,662,3008,793
echinus,000752,0.616225243,1847,670,1942,741
starfish,000752,0.792758644,2258,1046,2583,1261
echinus,000752,0.802351058,961,1992,1149,2160
echinus,000752,0.81544131,2150,1690,2359,1901
echinus,000752,0.820923269,1317,1689,1474,1814
echinus,000752,0.828277171,1975,1772,2220,2015
echinus,000753,0.82619077,719,860,1037,1067
echinus,000753,0.861819088,1811,560,2381,1242
echinus,000753,0.896482527,2237,493,2762,998
holothurian,000754,0.740360737,1043,926,1305,1047
echinus,000754,0.784831822,265,1509,555,1774
echinus,000754,0.797341406,945,1270,1120,1391
echinus,000754,0.81326586,1542,1277,1812,1541
echinus,000754,0.84070456,1760,1212,2020,1449
starfish,000754,0.845169783,2086,619,2473,896
echinus,000755,0.758179843,1278,860,1402,977
echinus,000755,0.81951499,2572,1154,2819,1344
echinus,000755,0.872090042,2011,1100,2277,1376
echinus,000756,0.52726686,2107,1311,2199,1421
echinus,000756,0.695107996,3022,1073,3252,1254
echinus,000756,0.765626609,949,1502,1078,1611
echinus,000756,0.847628057,1535,1962,1816,2160
echinus,000756,0.851736665,2162,1963,2413,2160
echinus,000757,0.421686083,0,1368,182,1587
echinus,000757,0.779877126,934,650,1138,826
echinus,000757,0.841698408,2968,1611,3754,2160
echinus,000758,0.54338038,0,576,111,895
echinus,000758,0.853294611,911,526,1340,832
echinus,000759,0.384350032,1862,274,1982,395
echinus,000759,0.774182498,3073,106,3372,348
echinus,000759,0.781498849,360,1081,565,1234
echinus,000759,0.864249945,882,974,1402,1531
echinus,000759,0.886731565,1973,1049,2414,1363
echinus,000760,0.806570351,55,1488,284,1636
echinus,000760,0.814634085,2609,428,2836,626
echinus,000760,0.86501646,2139,1191,2506,1452
echinus,000760,0.887988329,1339,1265,1764,1716
echinus,000761,0.586403131,3270,1651,3424,1883
echinus,000761,0.869836926,1273,1422,1564,1658
scallop,000762,0.742320657,2623,1710,3078,2018
echinus,000762,0.878073633,2079,614,2520,987
echinus,000763,0.89774251,1940,643,2741,1274
echinus,000764,0.303592443,991,485,1159,665
echinus,000764,0.884404182,1801,347,2232,746
echinus,000765,0.52529788,1155,201,1327,332
echinus,000765,0.788606524,522,433,770,680
echinus,000765,0.861025274,1290,787,2073,1257
echinus,000766,0.408634126,591,2028,732,2156
echinus,000766,0.642243743,2652,679,2796,866
echinus,000766,0.682487726,1449,888,1559,998
echinus,000766,0.722454667,179,1248,324,1383
echinus,000766,0.74722141,735,1571,880,1700
echinus,000766,0.768321812,1299,880,1410,984
echinus,000766,0.789504409,1180,921,1287,1027
echinus,000766,0.801289678,1392,1700,1615,1923
echinus,000766,0.815727174,1837,1053,2045,1227
echinus,000766,0.829505801,1329,1296,1473,1409
echinus,000766,0.830983281,2333,1099,2544,1319
echinus,000766,0.85179913,2926,906,3254,1096
echinus,000766,0.855498374,3272,1234,3624,1584
echinus,000767,0.630983114,1780,493,1903,621
echinus,000767,0.696734309,455,820,608,962
echinus,000767,0.73132813,1486,511,1601,638
echinus,000767,0.764888108,614,1797,777,1930
echinus,000767,0.796623588,1610,468,1741,588
echinus,000767,0.80395484,579,1462,752,1610
echinus,000767,0.805350423,1566,1078,1843,1391
echinus,000767,0.815899849,888,1073,1067,1225
echinus,000767,0.832935572,1595,828,1786,965
echinus,000767,0.842096329,2227,470,2521,682
echinus,000767,0.870471597,2991,284,3337,642
echinus,000767,0.876016319,2784,1662,3223,2105
echinus,000768,0.595005929,800,571,914,674
echinus,000768,0.704174399,164,1855,985,2160
echinus,000768,0.787906349,687,469,854,636
echinus,000768,0.795412838,1110,424,1300,609
echinus,000768,0.809310853,860,404,1052,577
echinus,000768,0.844966292,3356,0,3838,657
echinus,000768,0.873237312,746,950,1069,1162
echinus,000768,0.883855343,1725,355,2212,695
echinus,000769,0.790673137,1048,988,1197,1131
echinus,000769,0.825412273,906,847,1127,1062
echinus,000769,0.829033375,1405,780,1668,1033
echinus,000769,0.871576905,966,1813,1426,2160
echinus,000769,0.880195379,2661,1291,3587,2083
echinus,000769,0.881883502,1113,772,1382,1007
echinus,000770,0.879596889,2474,1179,3177,1823
echinus,000770,0.891679049,1586,1535,1974,1915
echinus,000770,0.907554269,1845,1075,2464,1684
echinus,000770,0.909111381,1395,1089,1857,1605
holothurian,000771,0.780503631,387,982,814,1218
echinus,000771,0.839965165,9,1198,363,1873
echinus,000771,0.847137868,172,290,472,538
echinus,000771,0.884474933,2490,258,3478,839
echinus,000772,0.828589499,878,654,1109,882
echinus,000772,0.861712039,1012,1604,2080,2160
echinus,000772,0.869768441,667,481,980,814
echinus,000772,0.872752249,975,335,1361,695
echinus,000772,0.878059447,1399,378,1742,710
echinus,000773,0.843226969,1587,713,1822,1039
echinus,000773,0.878154993,2397,1316,3573,2104
echinus,000774,0.298513383,2265,479,2498,743
echinus,000774,0.37004441,1182,1912,1330,2047
echinus,000774,0.377908111,3689,374,3838,638
echinus,000774,0.650047183,327,110,599,396
echinus,000774,0.792981386,883,138,1063,349
echinus,000774,0.803891659,2726,886,3019,1102
echinus,000774,0.814922452,2646,431,2925,691
echinus,000774,0.82967788,2311,926,2725,1219
echinus,000774,0.857950509,3017,631,3283,885
starfish,000775,0.43253094,415,286,459,313
echinus,000775,0.658826828,190,254,232,292
echinus,000775,0.727520168,69,167,103,202
holothurian,000775,0.759630024,614,190,690,222
echinus,000775,0.801471353,8,124,51,164
holothurian,000775,0.823917627,539,285,637,317
echinus,000776,0.309997976,292,374,368,404
holothurian,000776,0.392447382,300,2,332,39
starfish,000776,0.47274074,368,0,405,25
echinus,000776,0.706450403,247,5,295,43
starfish,000776,0.7334764,355,46,391,81
holothurian,000776,0.741413713,362,285,416,396
echinus,000776,0.7548033,324,4,363,46
starfish,000776,0.834949672,349,151,387,190
starfish,000776,0.888121963,267,50,336,127
starfish,000776,0.906823397,493,236,608,342
holothurian,000777,0.336818576,272,174,315,199
scallop,000777,0.403893858,587,19,622,40
echinus,000777,0.522127032,86,70,120,101
echinus,000777,0.550219119,133,68,161,90
holothurian,000777,0.651406169,259,33,297,67
holothurian,000777,0.709999323,337,279,380,363
holothurian,000777,0.769962966,518,38,566,101
starfish,000777,0.778339207,249,296,289,343
echinus,000777,0.807710111,269,185,317,233
echinus,000777,0.814994335,165,202,223,252
echinus,000777,0.823217094,185,279,252,349
echinus,000777,0.833713353,256,91,299,135
echinus,000777,0.839543998,107,197,183,273
starfish,000777,0.894656599,367,270,417,319
starfish,000778,0.766752303,519,341,559,381
starfish,000778,0.802553952,390,303,461,361
echinus,000778,0.8326419,409,245,474,308
holothurian,000779,0.592321038,545,251,611,278
holothurian,000779,0.599496126,448,293,486,372
holothurian,000779,0.614296079,468,258,495,308
starfish,000779,0.629620373,146,276,209,309
starfish,000779,0.633035898,249,216,281,247
starfish,000779,0.751224041,512,130,544,155
starfish,000779,0.834873617,393,270,445,313
starfish,000779,0.858931363,494,184,539,219
starfish,000779,0.873314202,164,301,239,343
starfish,000779,0.880331039,453,209,497,247
starfish,000779,0.897269726,375,305,431,357
echinus,000780,0.483213216,244,50,268,71
echinus,000780,0.64045912,30,221,70,251
echinus,000780,0.773818195,161,172,195,204
echinus,000780,0.815283418,1,267,49,313
echinus,000780,0.83252275,160,322,211,387
echinus,000780,0.838349104,281,311,344,397
echinus,000781,0.343722671,49,109,82,140
echinus,000781,0.556019783,232,24,258,48
holothurian,000781,0.631828964,207,173,270,200
starfish,000781,0.656561732,448,137,478,162
echinus,000781,0.661368132,103,83,134,113
echinus,000781,0.67857492,278,123,300,149
holothurian,000781,0.730543137,564,294,653,327
holothurian,000781,0.757613003,418,182,470,214
holothurian,000781,0.773818791,126,264,189,310
echinus,000781,0.805504441,31,188,75,225
echinus,000781,0.810854971,64,317,136,374
starfish,000781,0.835204959,482,95,515,117
holothurian,000781,0.836520731,315,261,366,299
echinus,000781,0.839898169,225,200,269,235
echinus,000782,0.30468592,609,133,633,157
echinus,000782,0.334877133,279,136,306,163
echinus,000782,0.482872993,96,314,131,348
echinus,000782,0.501673996,308,247,333,271
echinus,000782,0.541106105,8,152,52,192
echinus,000782,0.722187161,419,224,453,255
echinus,000782,0.773406446,556,186,587,216
echinus,000782,0.798333764,378,243,405,266
echinus,000782,0.815102816,234,321,278,352
starfish,000782,0.837558448,603,346,662,393
echinus,000783,0.444833368,504,204,532,229
holothurian,000783,0.707708895,531,290,587,325
echinus,000783,0.722939789,186,145,236,183
echinus,000783,0.752865374,398,161,425,188
echinus,000783,0.775018275,369,129,400,158
holothurian,000783,0.775977314,412,367,490,405
echinus,000783,0.797654033,421,152,455,183
echinus,000783,0.81655246,482,302,532,342
holothurian,000784,0.670193434,508,298,563,391
echinus,000784,0.744980574,365,358,473,405
echinus,000784,0.788594246,139,53,231,126
starfish,000784,0.865329266,228,60,283,112
echinus,000785,0.839606583,93,202,152,265
starfish,000785,0.862860799,145,157,198,212
starfish,000785,0.863978088,13,279,89,333
holothurian,000786,0.390425771,458,135,519,173
holothurian,000786,0.48409903,423,184,469,247
holothurian,000786,0.700853109,458,83,514,168
starfish,000786,0.80342555,517,59,563,96
echinus,000787,0.340318799,556,112,584,141
starfish,000787,0.386711687,688,283,720,333
echinus,000787,0.388267815,628,50,656,73
echinus,000787,0.402189285,690,213,720,260
holothurian,000787,0.607604623,161,361,227,400
echinus,000787,0.627097547,73,151,104,180
echinus,000787,0.757000446,79,320,116,353
echinus,000787,0.778470278,243,255,273,288
echinus,000787,0.792773485,278,255,307,289
echinus,000787,0.796115577,279,288,319,323
holothurian,000788,0.410911322,566,307,648,348
holothurian,000788,0.477904737,1,161,68,199
holothurian,000788,0.61193949,634,107,707,138
holothurian,000788,0.813049197,355,225,449,281
echinus,000788,0.84185791,139,137,195,189
starfish,000788,0.867912471,550,239,633,313
echinus,000789,0.483569413,472,33,510,89
holothurian,000789,0.734874606,325,247,421,285
holothurian,000789,0.781056523,379,19,434,57
starfish,000789,0.818493068,541,14,590,48
holothurian,000789,0.843213439,322,98,375,165
holothurian,000789,0.881259322,513,149,655,216
starfish,000789,0.889220536,313,323,376,405
echinus,000790,0.465693831,700,27,720,74
holothurian,000790,0.474668086,368,344,440,381
holothurian,000790,0.662256539,275,367,329,405
starfish,000790,0.747260988,167,6,203,49
starfish,000790,0.799731255,136,193,176,229
holothurian,000790,0.802239537,403,152,442,256
holothurian,000790,0.859383881,528,212,613,286
echinus,000791,0.309997976,292,374,368,404
holothurian,000791,0.392447382,300,2,332,39
starfish,000791,0.47274074,368,0,405,25
echinus,000791,0.706450403,247,5,295,43
starfish,000791,0.7334764,355,46,391,81
holothurian,000791,0.741413713,362,285,416,396
echinus,000791,0.7548033,324,4,363,46
starfish,000791,0.834949672,349,151,387,190
starfish,000791,0.888121963,267,50,336,127
starfish,000791,0.906823397,493,236,608,342
starfish,000792,0.277611017,365,204,400,239
echinus,000792,0.547142684,244,77,273,110
echinus,000792,0.788041115,335,232,375,276
holothurian,000792,0.826372027,116,328,161,405
echinus,000792,0.840592623,396,250,443,291
echinus,000793,0.331492752,0,309,28,362
holothurian,000793,0.421649128,325,52,367,126
holothurian,000793,0.836945355,352,2,410,79
holothurian,000793,0.871161163,309,227,393,337
holothurian,000793,0.871951818,384,58,497,140
holothurian,000794,0.633803189,315,252,361,337
holothurian,000794,0.866129935,444,118,499,190
starfish,000794,0.869742572,193,122,259,192
holothurian,000794,0.881652355,387,263,508,342
holothurian,000794,0.883503675,351,156,413,269
starfish,000795,0.425778627,133,290,182,313
starfish,000795,0.614653945,179,257,219,292
holothurian,000795,0.664845824,299,180,398,230
echinus,000795,0.676698029,109,244,175,296
holothurian,000795,0.753585875,457,106,545,152
holothurian,000795,0.789812565,547,93,620,137
starfish,000795,0.865001142,435,76,484,122
holothurian,000795,0.871286988,646,61,703,138
starfish,000796,0.439180255,353,212,405,257
echinus,000796,0.83521533,206,167,253,208
echinus,000796,0.844624221,283,172,347,233
echinus,000797,0.5940938,201,342,250,400
echinus,000797,0.81090641,596,180,720,306
echinus,000797,0.83388257,488,7,569,98
holothurian,000798,0.263139337,36,36,101,70
echinus,000798,0.83334583,200,271,333,405
starfish,000799,0.714445651,287,17,328,44
holothurian,000799,0.770495415,131,249,220,298
holothurian,000799,0.770875037,323,120,398,148
starfish,000799,0.85936892,393,67,440,101
holothurian,000799,0.884061694,561,95,720,158
starfish,000800,0.403000116,688,283,720,330
starfish,000800,0.464356601,257,310,335,391
starfish,000800,0.721126437,427,62,476,105
holothurian,000800,0.74902916,639,62,705,150
echinus,000800,0.781480372,17,104,152,213
starfish,000800,0.783482909,577,55,642,102
echinus,000800,0.78739804,171,237,256,317
echinus,000800,0.800375223,401,132,465,191
echinus,000800,0.811707079,609,2,690,54
echinus,000800,0.820162237,47,241,164,331
starfish,000800,0.843230188,468,106,527,176
echinus,000800,0.843396842,563,107,642,177
starfish,000800,0.872957528,435,248,490,294
starfish,000800,0.875191092,352,111,429,167
starfish,000800,0.891423285,583,186,644,244
starfish,000800,0.913130879,530,238,636,317
starfish,000800,0.919637024,495,146,577,229
holothurian,000801,0.501967728,437,204,518,283
echinus,000801,0.527063847,506,355,629,405
starfish,000801,0.742756128,506,35,551,120
holothurian,000801,0.756411552,375,284,478,376
echinus,000801,0.777571857,531,3,611,63
echinus,000801,0.812737107,340,3,458,67
echinus,000801,0.824105859,433,120,507,236
echinus,000802,0.305060983,399,60,429,84
starfish,000802,0.494817406,1,209,63,252
echinus,000802,0.575909019,344,37,387,70
echinus,000802,0.596262813,289,24,327,57
echinus,000802,0.605094731,177,1,218,22
echinus,000802,0.716911018,310,50,351,86
echinus,000802,0.805757821,68,2,124,42
echinus,000802,0.809735715,296,80,339,122
echinus,000802,0.81390667,348,114,393,156
echinus,000802,0.823338807,218,28,260,67
echinus,000802,0.835041702,397,180,459,239
echinus,000803,0.256949991,226,194,276,245
holothurian,000803,0.436652988,280,270,311,333
echinus,000803,0.479347497,278,4,311,36
starfish,000803,0.795975327,626,6,719,69
echinus,000803,0.816780984,252,146,306,200
holothurian,000803,0.829469919,354,171,410,285
holothurian,000803,0.839355052,388,241,445,372
echinus,000803,0.845466435,277,198,342,260
holothurian,000803,0.874073386,443,145,529,239
starfish,000804,0.365812927,356,364,398,397
echinus,000804,0.458986551,329,313,357,343
echinus,000804,0.536557496,341,244,369,270
echinus,000804,0.731673837,167,380,214,405
echinus,000804,0.769213676,233,278,268,309
echinus,000804,0.814682007,87,228,133,270
holothurian,000805,0.39440468,291,264,362,374
echinus,000805,0.587410331,251,61,287,94
echinus,000805,0.610809863,378,1,427,32
echinus,000805,0.69708544,451,3,488,33
echinus,000805,0.781161487,224,284,272,335
echinus,000805,0.787281096,201,218,261,275
holothurian,000805,0.852684617,390,254,476,359
starfish,000805,0.893024683,583,125,680,201
holothurian,000806,0.595602214,326,153,369,231
starfish,000806,0.639487982,358,68,418,118
starfish,000806,0.669312835,534,111,571,133
holothurian,000806,0.84277451,489,324,553,379
holothurian,000806,0.870636284,318,267,373,331
starfish,000807,0.267603725,467,247,529,294
echinus,000807,0.323189348,113,113,162,149
starfish,000807,0.357521892,412,153,448,185
echinus,000807,0.514559448,473,42,511,77
echinus,000807,0.637717962,364,47,393,81
echinus,000807,0.687177658,424,270,465,306
echinus,000807,0.701342344,448,71,488,108
echinus,000807,0.717480302,277,88,314,123
echinus,000807,0.744010746,233,50,273,87
echinus,000807,0.753768921,279,124,324,165
echinus,000807,0.757453144,500,92,545,131
echinus,000807,0.76350075,508,47,547,84
echinus,000807,0.779593825,219,123,263,175
echinus,000807,0.792372167,454,312,516,385
echinus,000807,0.79779321,618,40,667,84
echinus,000807,0.797948718,438,111,486,154
echinus,000807,0.820469201,76,310,160,370
echinus,000807,0.826311469,535,249,601,309
echinus,000807,0.830516636,289,205,351,259
echinus,000807,0.834089458,631,345,714,405
echinus,000807,0.836330056,442,200,491,243
echinus,000807,0.841040015,274,280,344,344
echinus,000807,0.84168303,14,160,76,212
echinus,000807,0.854887724,364,322,436,391
echinus,000807,0.855177641,348,264,409,317
starfish,000808,0.394802004,318,73,356,114
echinus,000808,0.43149671,704,89,720,154
starfish,000808,0.432473421,557,163,622,221
holothurian,000808,0.602605104,321,207,388,244
starfish,000808,0.666312754,311,240,369,293
echinus,000808,0.730004191,491,4,532,48
echinus,000808,0.742774129,376,72,422,118
echinus,000808,0.748670995,74,175,129,216
echinus,000808,0.75781709,0,343,103,405
echinus,000808,0.77340281,321,22,361,64
echinus,000808,0.779033184,433,276,472,314
echinus,000808,0.813888609,625,40,687,93
echinus,000808,0.822957158,382,122,433,173
echinus,000808,0.825795889,317,170,359,217
echinus,000808,0.832787335,80,252,149,324
echinus,000808,0.832828999,393,333,461,402
echinus,000808,0.83492583,382,177,429,228
echinus,000808,0.840193272,605,274,684,340
echinus,000808,0.842799842,605,114,683,176
echinus,000808,0.84631449,309,122,354,169
echinus,000809,0.287638515,33,319,81,363
echinus,000809,0.352171481,0,123,21,157
echinus,000809,0.414790362,567,237,601,263
starfish,000809,0.420597792,0,222,38,263
echinus,000809,0.541202009,684,279,720,314
echinus,000809,0.700933635,203,193,239,230
echinus,000809,0.709958792,472,180,505,208
starfish,000809,0.722514451,434,260,492,302
echinus,000809,0.763577104,532,205,572,240
echinus,000809,0.803401649,432,187,468,226
echinus,000809,0.805891812,449,304,494,343
echinus,000809,0.841037512,234,300,287,340
holothurian,000810,0.269236177,299,328,341,385
holothurian,000810,0.283697456,428,316,475,350
echinus,000810,0.313919932,386,162,407,180
holothurian,000810,0.427712709,500,335,536,391
starfish,000810,0.495800912,530,344,573,372
echinus,000810,0.606051624,459,202,482,227
echinus,000810,0.761683106,481,249,511,276
echinus,000810,0.766477644,373,187,400,209
echinus,000810,0.81931746,398,253,428,287
echinus,000810,0.831519723,39,319,117,389
starfish,000810,0.849946797,271,367,325,405
scallop,000811,0.283570379,380,380,407,405
echinus,000811,0.288513809,51,11,93,52
starfish,000811,0.305268198,435,29,470,64
echinus,000811,0.313907772,343,282,423,353
echinus,000811,0.391301721,656,7,704,59
echinus,000811,0.42014569,63,173,123,225
scallop,000811,0.451450586,584,363,614,395
starfish,000811,0.505679548,299,357,347,403
starfish,000811,0.547191918,672,50,720,116
echinus,000811,0.668478787,609,15,678,85
echinus,000811,0.695862234,151,13,187,49
starfish,000811,0.704246938,557,11,610,52
starfish,000811,0.733359039,433,192,483,244
starfish,000811,0.750360847,378,77,423,118
echinus,000811,0.78250891,219,243,271,289
starfish,000811,0.78720212,480,76,539,124
starfish,000811,0.789981782,430,62,490,115
echinus,000811,0.796860337,685,216,720,282
echinus,000811,0.808865368,262,121,308,170
echinus,000811,0.814782083,656,315,720,395
starfish,000811,0.824799478,188,86,231,141
echinus,000811,0.826348901,237,337,302,402
echinus,000811,0.837170482,159,269,215,333
echinus,000811,0.843965769,466,234,527,296
echinus,000811,0.851911664,429,340,497,404
echinus,000811,0.859191895,571,187,645,250
echinus,000811,0.862640202,468,15,530,78
starfish,000811,0.864502668,385,171,441,240
starfish,000811,0.875735819,467,118,535,175
echinus,000812,0.389663488,185,109,224,143
starfish,000812,0.422873735,416,273,458,324
scallop,000812,0.526080549,480,367,512,401
holothurian,000812,0.697929859,327,266,386,324
echinus,000812,0.72343725,263,370,309,405
starfish,000812,0.779493272,276,84,322,130
echinus,000812,0.780338168,452,260,548,343
holothurian,000812,0.7898525,287,138,320,218
starfish,000812,0.794697523,508,212,584,264
starfish,000812,0.802516043,283,12,322,79
echinus,000812,0.805858672,163,136,218,182
starfish,000812,0.810128927,337,168,389,213
echinus,000812,0.812359631,596,227,689,304
starfish,000812,0.817449749,650,7,720,85
echinus,000812,0.824103892,533,348,629,405
starfish,000812,0.826989412,495,11,564,70
echinus,000812,0.833949864,311,206,365,250
echinus,000812,0.837245286,356,67,406,117
echinus,000812,0.842110097,249,246,306,306
starfish,000812,0.844358563,557,178,636,236
starfish,000812,0.884823382,619,78,720,162
starfish,000812,0.88915062,569,2,672,68
